city,latitude,longitude,timestamp,temperature_2m,windspeed_10m,precipitation,weathercode
Hamburg,53.55073,9.99302,2022-07-13T02:00,19.0,10.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T03:00,18.4,10.7,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T04:00,18.3,10.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T05:00,18.2,12.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T06:00,18.2,11.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T07:00,18.8,13.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T08:00,20.4,13.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T09:00,21.2,10.1,0.0,2
Hamburg,53.55073,9.99302,2022-07-13T10:00,23.1,11.4,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T11:00,24.6,13.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T12:00,24.8,16.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T13:00,24.7,17.7,0.0,0
Hamburg,53.55073,9.99302,2022-07-13T14:00,26.7,17.5,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T15:00,26.1,20.9,0.2,51
Hamburg,53.55073,9.99302,2022-07-13T16:00,25.0,23.2,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T17:00,24.2,22.9,0.0,0
Hamburg,53.55073,9.99302,2022-07-13T18:00,22.9,23.1,0.0,0
Hamburg,53.55073,9.99302,2022-07-13T19:00,21.4,20.4,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T20:00,19.8,18.1,0.0,2
Hamburg,53.55073,9.99302,2022-07-13T21:00,18.3,15.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T22:00,17.0,15.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T23:00,15.7,14.0,0.0,2
Hamburg,53.55073,9.99302,2022-07-14T00:00,14.3,11.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-14T01:00,13.4,11.3,0.0,3
